0.000000000000000000e+00,4.811123800116811617e+04,3.489717897155246465e+04,1.007168095623126192e+02,-1.002668580489229413e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.006292197869184182e-02,4.956402704160528083e+04,2.169043285893585562e+04,1.010794024289700133e+02,-1.004384696307141098e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.004271913884307449e-02,5.125965267043501808e+04,2.097405211479611535e+04,1.015282355463953792e+02,-4.173296639491006488e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.009681640907532651e-01,4.525388638090949826e+04,-1.310696212809948975e+03,1.000071684204090161e+02,-1.005369919773531961e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.054903145423569527e-01,4.838520696242012491e+04,2.310214260368495161e+04,1.004961566838864542e+02,-1.000032106861371801e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.059726897755671263e-02,3.763115153619882039e+04,-1.007315071635969389e+03,1.000723405172775813e+02,-1.025505693751366820e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.034545718262173952e-02,3.834683210670837434e+04,1.026134819147877533e+04,1.000307664826201943e+02,-1.382090250416062460e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.607672628001835871e-02,3.325885859381290356e+04,1.000795412400543501e+04,1.001949961901943595e+02,-1.003927456949108432e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.584237031432761941e-02,3.216897352448361562e+04,1.307294766878523842e+04,1.002843688792772809e+02,-3.021731657440243524e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.235416459517340304e-01,3.428743794625229930e+04,-1.003175005257051339e+03,1.001213372354593787e+02,-1.005808370638833971e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.138874785561303990e-02,4.948170552789485373e+04,2.685901347348015770e+04,1.000499665164447833e+02,-1.011539917255879999e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.130502515023719734e-01,5.119274772476371436e+04,-1.077263278118018093e+02,1.007847316395728825e+02,-1.001325886372715424e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.387346621832402149e-01,4.936082500637664634e+04,2.440304329136255910e+04,1.030031172576146901e+02,-4.790373033625787969e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.421927946671924237e-01,5.047489768962065136e+04,1.915882771254682666e+04,1.005162341254433471e+02,-3.821431371405540744e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.107839546026324062e-01,5.178639028609119850e+04,1.015822990195179409e+04,1.017068376448292923e+02,-1.023219986188078146e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.635158984097477390e-03,3.430563153044188948e+04,1.193878756759964017e+04,1.001080753697960404e+02,-2.081829607547325978e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
