0.000000000000000000e+00,6.718015911731486267e+04,6.885029661333767581e+04,9.843071812022725453e+01,-9.983250990979097139e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.759007319710296530e-03,6.621215352790354518e+04,6.509165422144423792e+04,9.975453824677732939e+01,-9.972254398016279708e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.633352731370382199e-03,6.505327933644284349e+04,4.636579567067834432e+04,1.368644106557723035e+02,-9.979751113690777231e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.531609791569692347e-02,6.995369961662586138e+04,9.952293162080042748e+03,9.998143867400601437e+01,9.294442013795486401e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.667280104928575868e-02,6.392586362655422272e+04,5.017615972260256240e+04,9.977146312367680991e+01,-9.974127780646821861e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.894240336658446239e-03,5.007655118545145524e+04,9.990263400706899120e+03,9.987214051809992554e+01,9.155030413442284409e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.790832035075599724e-03,4.926781457351123390e+04,7.319404543134496635e+03,9.984180170172862745e+01,-8.829532221557916216e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.996866657301214931e-02,5.258373758920169348e+04,9.986989796374575235e+03,9.975931232135077664e+01,-9.966704969290061555e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.999872468209290710e-02,5.371956772379661561e+04,4.727759223261712032e+04,9.968206691989762191e+01,-9.819171845820947908e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.864970592983547060e-01,5.237661905062312144e+04,9.974083631176048584e+03,9.980950719496127022e+01,9.765341817402810598e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.983425880219803927e-02,6.570089389121209388e+04,4.697766294024929084e+04,9.952104522992220836e+01,-9.932480807620054009e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.111947345302098822e-01,6.367285615537793637e+04,9.729904900871599693e+02,9.929412122542109387e+01,9.758558383496132027e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.973607127685871987e-01,6.368915337282547262e+04,4.492176491547082696e+04,9.989997925885057839e+01,-9.510990466969592205e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.574155175605006396e-01,6.457295928084161278e+04,4.362428244116357382e+04,9.921710758990194279e+01,-9.186031377975470491e+01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
